Additional data to J1939DA_OCT2020.xlsx,,,,,,,
PGN,PG Label,PG Acronym,Transmission Rate,SP Position in PG,SPN,SP Label,SLOT Identifier
65226,Active Diagnostic Trouble Codes,DM1,,,623,Red Stop Lamp,
65226,Active Diagnostic Trouble Codes,DM1,,,1213,Malfunction Indicator Lamp,
65226,Active Diagnostic Trouble Codes,DM1,,,3041,Flash Protect Lamp,
65226,Active Diagnostic Trouble Codes,DM1,,,3040,Flash Amber Warning Lamp (AWL),
65226,Active Diagnostic Trouble Codes,DM1,,,3039,Flash Red Stop Lamp (RSL),
65226,Active Diagnostic Trouble Codes,DM1,,,3038,Flash Malfunction Indicator Lamp,
65226,Active Diagnostic Trouble Codes,DM1,,,1214,Suspect Parameter Number,
65226,Active Diagnostic Trouble Codes,DM1,,,1215,Failure Mode Identifier,
65226,Active Diagnostic Trouble Codes,DM1,,,1216,Occurrence Count,
65226,Active Diagnostic Trouble Codes,DM1,,,1706,SPN Conversion Method,
65227,Previously Active Diagnostic Trouble Codes,DM2,,,987,Protect Lamp,
65227,Previously Active Diagnostic Trouble Codes,DM2,,,624,Amber Warning Lamp,
65227,Previously Active Diagnostic Trouble Codes,DM2,,,623,Red Stop Lamp,
65227,Previously Active Diagnostic Trouble Codes,DM2,,,1213,Malfunction Indicator Lamp,
65227,Previously Active Diagnostic Trouble Codes,DM2,,,3041,Flash Protect Lamp,
65227,Previously Active Diagnostic Trouble Codes,DM2,,,3040,Flash Amber Warning Lamp (AWL),
65227,Previously Active Diagnostic Trouble Codes,DM2,,,3039,Flash Red Stop Lamp (RSL),
65227,Previously Active Diagnostic Trouble Codes,DM2,,,3038,Flash Malfunction Indicator Lamp,
65227,Previously Active Diagnostic Trouble Codes,DM2,,,1214,Suspect Parameter Number,
65227,Previously Active Diagnostic Trouble Codes,DM2,,,1215,Failure Mode Identifier,
65227,Previously Active Diagnostic Trouble Codes,DM2,,,1216,Occurrence Count,
65227,Previously Active Diagnostic Trouble Codes,DM2,,,1706,SPN Conversion Method,
65228,Diagnostic Data Clear/Reset for Previously Active DTCs,DM3,,,,,
65229,Freeze Frame Parameters,DM4,,,1217,Freeze Frame Length,
65229,Freeze Frame Parameters,DM4,,,1214,Suspect Parameter Number,
65229,Freeze Frame Parameters,DM4,,,1215,Failure Mode Identifier,
65229,Freeze Frame Parameters,DM4,,,1216,Occurrence Count,
65229,Freeze Frame Parameters,DM4,,,1706,SPN Conversion Method,
65229,Freeze Frame Parameters,DM4,,,4263,Manufacturer Specified Information,
65230,Diagnostic Readiness 1,DM5,,,1218,Active Diagnostic Trouble Code Count,
65230,Diagnostic Readiness 1,DM5,,,1219,Previously Active Trouble Codes,
65230,Diagnostic Readiness 1,DM5,,,1220,OBD Compliance,
65230,Diagnostic Readiness 1,DM5,,,1221,Continuously Monitored Systems Support/Status,
65230,Diagnostic Readiness 1,DM5,,,1222,Non-continuously Monitored Systems Support,
65230,Diagnostic Readiness 1,DM5,,,1223,Non-continuously Monitored Systems Status,
65231,Emission-Related Pending Diagnostic Trouble Codes,DM6,,,987,Protect Lamp,
65231,Emission-Related Pending Diagnostic Trouble Codes,DM6,,,624,Amber Warning Lamp,
65231,Emission-Related Pending Diagnostic Trouble Codes,DM6,,,623,Red Stop Lamp,
65231,Emission-Related Pending Diagnostic Trouble Codes,DM6,,,1213,Malfunction Indicator Lamp,
65231,Emission-Related Pending Diagnostic Trouble Codes,DM6,,,3041,Flash Protect Lamp,
65231,Emission-Related Pending Diagnostic Trouble Codes,DM6,,,3040,Flash Amber Warning Lamp (AWL),
65231,Emission-Related Pending Diagnostic Trouble Codes,DM6,,,3039,Flash Red Stop Lamp (RSL),
65231,Emission-Related Pending Diagnostic Trouble Codes,DM6,,,3038,Flash Malfunction Indicator Lamp,
65231,Emission-Related Pending Diagnostic Trouble Codes,DM6,,,1214,Suspect Parameter Number,
65231,Emission-Related Pending Diagnostic Trouble Codes,DM6,,,1215,Failure Mode Identifier,
65231,Emission-Related Pending Diagnostic Trouble Codes,DM6,,,1216,Occurrence Count,
65231,Emission-Related Pending Diagnostic Trouble Codes,DM6,,,1706,SPN Conversion Method,
65232,Test Results for Non-continuously Monitored Systems,DM8,,,1224,Test Identifier,
65232,Test Results for Non-continuously Monitored Systems,DM8,,,1225,Test Type/Component Identifier,
65232,Test Results for Non-continuously Monitored Systems,DM8,,,1226,Test Value,
65232,Test Results for Non-continuously Monitored Systems,DM8,,,1227,Test Limit Maximum,
65232,Test Results for Non-continuously Monitored Systems,DM8,,,1228,Test Limit Minimum,
65233,Oxygen Sensor Test Results,DM9,,,,,
65234,Non-Continuously Monitored Systems Test Identifiers Support,DM10,,,1229,Test Identifiers Supported,
65235,Diagnostic Data Clear/Reset for Active DTCs,DM11,,,,,
65236,Emission-Related MIL-On Diagnostic Trouble Codes,DM12,,,987,Protect Lamp,
65236,Emission-Related MIL-On Diagnostic Trouble Codes,DM12,,,624,Amber Warning Lamp,
65236,Emission-Related MIL-On Diagnostic Trouble Codes,DM12,,,623,Red Stop Lamp,
65236,Emission-Related MIL-On Diagnostic Trouble Codes,DM12,,,1213,Malfunction Indicator Lamp,
65236,Emission-Related MIL-On Diagnostic Trouble Codes,DM12,,,3041,Flash Protect Lamp,
65236,Emission-Related MIL-On Diagnostic Trouble Codes,DM12,,,3040,Flash Amber Warning Lamp (AWL),
65236,Emission-Related MIL-On Diagnostic Trouble Codes,DM12,,,3039,Flash Red Stop Lamp (RSL),
65236,Emission-Related MIL-On Diagnostic Trouble Codes,DM12,,,3038,Flash Malfunction Indicator Lamp,
65236,Emission-Related MIL-On Diagnostic Trouble Codes,DM12,,,1214,Suspect Parameter Number,
65236,Emission-Related MIL-On Diagnostic Trouble Codes,DM12,,,1215,Failure Mode Identifier,
65236,Emission-Related MIL-On Diagnostic Trouble Codes,DM12,,,1216,Occurrence Count,
65236,Emission-Related MIL-On Diagnostic Trouble Codes,DM12,,,1706,SPN Conversion Method,
