Extracted from J1939DA_JAN23,,,,,,,
PGN,PG Label,PG Acronym,Transmission Rate,SP Position in PG,SPN,SP Label,SLOT Identifier
62149,High Voltage Energy Storage Pack 18 Data 8,HVESP18D8,100 ms,2,16372,HVESP18 Highest Cell Voltage Cell Number,129
62149,High Voltage Energy Storage Pack 18 Data 8,HVESP18D8,100 ms,3,16373,HVESP18 Lowest Cell Voltage Module Number,129
62149,High Voltage Energy Storage Pack 18 Data 8,HVESP18D8,100 ms,4,16374,HVESP18 Lowest Cell Voltage Cell Number,129
62149,High Voltage Energy Storage Pack 18 Data 8,HVESP18D8,100 ms,5-6,16375,HVESP18 Average Cell Voltage,347
62150,High Voltage Energy Storage Pack 18 Data 9,HVESP18D9,100 ms,1,16376,HVESP18 Highest Cell Temperature Module Number,129
62150,High Voltage Energy Storage Pack 18 Data 9,HVESP18D9,100 ms,2,16377,HVESP18 Highest Cell Temperature Cell Number,129
62150,High Voltage Energy Storage Pack 18 Data 9,HVESP18D9,100 ms,3,16378,HVESP18 Lowest Cell Temperature Module Number,129
62150,High Voltage Energy Storage Pack 18 Data 9,HVESP18D9,100 ms,4,16379,HVESP18 Lowest Cell Temperature Cell Number,129
62150,High Voltage Energy Storage Pack 18 Data 9,HVESP18D9,100 ms,5.1,21305,HVESS18 Thermal Event Detected,87
62151,High Voltage Energy Storage Pack 18 Data 10,HVESP18D10,100 ms,1,16380,HVESP18 Highest Cell State of Charge Module Number,129
62151,High Voltage Energy Storage Pack 18 Data 10,HVESP18D10,100 ms,2,16381,HVESP18 Highest Cell State of Charge Cell Number,129
62151,High Voltage Energy Storage Pack 18 Data 10,HVESP18D10,100 ms,3,16382,HVESP18 Lowest Cell State of Charge Module Number,129
62151,High Voltage Energy Storage Pack 18 Data 10,HVESP18D10,100 ms,4,16383,HVESP18 Lowest Cell State of Charge Cell Number,129
62151,High Voltage Energy Storage Pack 18 Data 10,HVESP18D10,100 ms,5-6,16384,HVESP18 High-Voltage Bus Active Isolation Test Results,429
62151,High Voltage Energy Storage Pack 18 Data 10,HVESP18D10,100 ms,7-8,16385,HVESP18 High-Voltage Bus Passive Isolation Test Results,429
62152,High Voltage Energy Storage Pack 18 Data 11,HVESP18D11,100 ms,1-2,16386,HVESP18 Bus Voltage Negative to Chassis Ground Voltage,80
62152,High Voltage Energy Storage Pack 18 Data 11,HVESP18D11,100 ms,3-4,16387,HVESP18 Voltage Level Negative to Chassis Ground Voltage,80
62152,High Voltage Energy Storage Pack 18 Data 11,HVESP18D11,100 ms,5-6,16388,HVESP18 Actual Charge Rate,346
62153,High Voltage Energy Storage Pack 19 Status 2,HVESP19S2,100 ms,1.1,16416,HVESP19 Discharge Power Limit Due to State of Charge,87
62153,High Voltage Energy Storage Pack 19 Status 2,HVESP19S2,100 ms,1.3,16417,HVESP19 Discharge Power Limit Due to Battery Temperature,87
62153,High Voltage Energy Storage Pack 19 Status 2,HVESP19S2,100 ms,1.5,16418,HVESP19 Discharge Power Limit Due to Battery Diagnostic Condition,87
62153,High Voltage Energy Storage Pack 19 Status 2,HVESP19S2,100 ms,1.7,16419,HVESP19 Discharge Power Limit Due to Battery or Cell Voltage,87
62153,High Voltage Energy Storage Pack 19 Status 2,HVESP19S2,100 ms,2.1,16420,HVESP19 Discharge Power Limit Due to Battery Current,87
62153,High Voltage Energy Storage Pack 19 Status 2,HVESP19S2,100 ms,2.3,16421,HVESP19 Discharge Power Limit Due to an Undefined Cause,87
62153,High Voltage Energy Storage Pack 19 Status 2,HVESP19S2,100 ms,5.1,16422,HVESP19 Charge Power Limit Due to State of Charge,87
62153,High Voltage Energy Storage Pack 19 Status 2,HVESP19S2,100 ms,5.3,16423,HVESP19 Charge Power Limit Due to Battery Temperature,87
62153,High Voltage Energy Storage Pack 19 Status 2,HVESP19S2,100 ms,5.5,16424,HVESP19 Charge Power Limit Due to Battery Diagnostic Condition,87
62153,High Voltage Energy Storage Pack 19 Status 2,HVESP19S2,100 ms,5.7,16425,HVESP19 Charge Power Limit Due to Battery or Cell Voltage,87
62153,High Voltage Energy Storage Pack 19 Status 2,HVESP19S2,100 ms,6.1,16426,HVESP19 Charge Power Limit Due to Battery Current,87
62153,High Voltage Energy Storage Pack 19 Status 2,HVESP19S2,100 ms,6.3,16427,HVESP19 Charge Power Limit Due to an Undefined Cause,87
62154,High Voltage Energy Storage Pack 19 Data 1,HVESP19D1,20 ms,1-2,16428,HVESP19 Available Discharge Power,346
62154,High Voltage Energy Storage Pack 19 Data 1,HVESP19D1,20 ms,3-4,16429,HVESP19 Available Charge Power,346
62154,High Voltage Energy Storage Pack 19 Data 1,HVESP19D1,20 ms,5-6,16430,HVESP19 Voltage Level,80
62154,High Voltage Energy Storage Pack 19 Data 1,HVESP19D1,20 ms,7-8,16431,HVESP19 Current,104
62155,High Voltage Energy Storage Pack 19 Data 2,HVESP19D2,20 ms,1-2,16432,HVESP19 Fast Update State of Charge,345
62155,High Voltage Energy Storage Pack 19 Data 2,HVESP19D2,20 ms,3-4,16433,HVESP19 Highest Cell Voltage,347
62155,High Voltage Energy Storage Pack 19 Data 2,HVESP19D2,20 ms,5-6,16434,HVESP19 Lowest Cell Voltage,347
62155,High Voltage Energy Storage Pack 19 Data 2,HVESP19D2,20 ms,7.1,16435,HVESP19 Cell Voltage Differential Status,89
62156,High Voltage Energy Storage Pack 19 Data 3,HVESP19D3,20 ms,1-2,16436,HVESP19 Highest Cell Temperature,68
62156,High Voltage Energy Storage Pack 19 Data 3,HVESP19D3,20 ms,3-4,16437,HVESP19 Lowest Cell Temperature,68
62156,High Voltage Energy Storage Pack 19 Data 3,HVESP19D3,20 ms,5-6,16438,HVESP19 Average Cell Temperature,68
62156,High Voltage Energy Storage Pack 19 Data 3,HVESP19D3,20 ms,7.1,16439,HVESP19 Cell Temperature Differential Status,87
62157,High Voltage Energy Storage Pack 19 Data 4,HVESP19D4,100 ms,1-2,16440,HVESP19 Discharge Capacity,342
62157,High Voltage Energy Storage Pack 19 Data 4,HVESP19D4,100 ms,3-4,16441,HVESP19 Charge Capacity,342
62157,High Voltage Energy Storage Pack 19 Data 4,HVESP19D4,100 ms,5-6,16442,HVESP19 Cell Balancing Count,12
62158,High Voltage Energy Storage Pack 19 Data 5,HVESP19D5,20 ms,1-2,16443,HVESP19 Discharge Current Limit,104
62158,High Voltage Energy Storage Pack 19 Data 5,HVESP19D5,20 ms,3-4,16444,HVESP19 Charge Current Limit,104
62158,High Voltage Energy Storage Pack 19 Data 5,HVESP19D5,20 ms,5-6,16445,HVESP19 Lowest Cell State of Charge,345
62158,High Voltage Energy Storage Pack 19 Data 5,HVESP19D5,20 ms,7-8,16446,HVESP19 Highest Cell State of Charge,345
62159,High Voltage Energy Storage Pack 19 Data 6,HVESP19D6,100 ms,1-2,16447,HVESP19 Bus Voltage,80
62159,High Voltage Energy Storage Pack 19 Data 6,HVESP19D6,100 ms,3-4,16448,HVESP19 Ignition Voltage,221
62159,High Voltage Energy Storage Pack 19 Data 6,HVESP19D6,100 ms,5,16449,HVESP19 Intake Coolant Temperature,67
62159,High Voltage Energy Storage Pack 19 Data 6,HVESP19D6,100 ms,6,16450,HVESP19 Outlet Coolant Temperature,67
62159,High Voltage Energy Storage Pack 19 Data 6,HVESP19D6,100 ms,7,16451,HVESP19 Electronics Temperature,67
62159,High Voltage Energy Storage Pack 19 Data 6,HVESP19D6,100 ms,8,16452,HVESP19 Temperature,67
62160,High Voltage Energy Storage Pack 19 Status 1,HVESP19S1,"100 ms and on change, but no faster than 20 ms.",1.1,16453,HVESP19 High-Voltage Bus (Positive) Contactor State,87
62160,High Voltage Energy Storage Pack 19 Status 1,HVESP19S1,"100 ms and on change, but no faster than 20 ms.",1.3,16454,HVESP19 High-Voltage Bus (Negative) Contactor State,87
62160,High Voltage Energy Storage Pack 19 Status 1,HVESP19S1,"100 ms and on change, but no faster than 20 ms.",1.5,16455,HVESP19 High-Voltage Bus Disconnect Forewarning,89
62160,High Voltage Energy Storage Pack 19 Status 1,HVESP19S1,"100 ms and on change, but no faster than 20 ms.",2.1,16456,HVESP19 High-Voltage Bus Pre-Charge Relay State,87
62160,High Voltage Energy Storage Pack 19 Status 1,HVESP19S1,"100 ms and on change, but no faster than 20 ms.",2.3,16457,HVESP19 Center of Pack Contactor State,87
62160,High Voltage Energy Storage Pack 19 Status 1,HVESP19S1,"100 ms and on change, but no faster than 20 ms.",2.5,16458,HVESP19 High-Voltage Bus Active Isolation Test Status,89
62160,High Voltage Energy Storage Pack 19 Status 1,HVESP19S1,"100 ms and on change, but no faster than 20 ms.",3.1,16459,HVESP19 High-Voltage Bus Passive Isolation Test Status,89
62160,High Voltage Energy Storage Pack 19 Status 1,HVESP19S1,"100 ms and on change, but no faster than 20 ms.",3.5,16460,HVESP19 HVIL Status,87
62160,High Voltage Energy Storage Pack 19 Status 1,HVESP19S1,"100 ms and on change, but no faster than 20 ms.",3.7,16461,HVESP19 Inertia Switch Status,87
62160,High Voltage Energy Storage Pack 19 Status 1,HVESP19S1,"100 ms and on change, but no faster than 20 ms.",4.1,16462,HVESP19 State of Charge Status,89
62160,High Voltage Energy Storage Pack 19 Status 1,HVESP19S1,"100 ms and on change, but no faster than 20 ms.",4.5,16463,HVESP19 Cell Balance Status,87
62160,High Voltage Energy Storage Pack 19 Status 1,HVESP19S1,"100 ms and on change, but no faster than 20 ms.",4.7,16464,HVESP19 Cell Balancing Active,87
62160,High Voltage Energy Storage Pack 19 Status 1,HVESP19S1,"100 ms and on change, but no faster than 20 ms.",5.1,16465,HVESP19 Internal Charger Status,87
62160,High Voltage Energy Storage Pack 19 Status 1,HVESP19S1,"100 ms and on change, but no faster than 20 ms.",6.1,16466,HVESP19 High-Voltage Bus Connection Status,89
62160,High Voltage Energy Storage Pack 19 Status 1,HVESP19S1,"100 ms and on change, but no faster than 20 ms.",6.5,16467,HVESP19 Operational Status,89
62160,High Voltage Energy Storage Pack 19 Status 1,HVESP19S1,"100 ms and on change, but no faster than 20 ms.",7.5,16468,HVESP19 Status 1 Counter,89
62160,High Voltage Energy Storage Pack 19 Status 1,HVESP19S1,"100 ms and on change, but no faster than 20 ms.",8.1,16469,HVESP19 Status 1 CRC,133
62161,High Voltage Energy Storage Pack 19 Data 7,HVESP19D7,100 ms,1-3,16470,HVESP19 Discharge Energy Capacity,418
62161,High Voltage Energy Storage Pack 19 Data 7,HVESP19D7,100 ms,4-6,16471,HVESP19 Charge Energy Capacity,418
62161,High Voltage Energy Storage Pack 19 Data 7,HVESP19D7,100 ms,7-8,16472,HVESP19 Maximum Charge Voltage Limit,80
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,1.1,16473,HVESP19 Module 1 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,1.3,16474,HVESP19 Module 2 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,1.5,16475,HVESP19 Module 3 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,1.7,16476,HVESP19 Module 4 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,2.1,16477,HVESP19 Module 5 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,2.3,16478,HVESP19 Module 6 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,2.5,16479,HVESP19 Module 7 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,2.7,16480,HVESP19 Module 8 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,3.1,16481,HVESP19 Module 9 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,3.3,16482,HVESP19 Module 10 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,3.5,16483,HVESP19 Module 11 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,3.7,16484,HVESP19 Module 12 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,4.1,16485,HVESP19 Module 13 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,4.3,16486,HVESP19 Module 14 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,4.5,16487,HVESP19 Module 15 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,4.7,16488,HVESP19 Module 16 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,5.1,16489,HVESP19 Module 17 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,5.3,16490,HVESP19 Module 18 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,5.5,16491,HVESP19 Module 19 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,5.7,16492,HVESP19 Module 20 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,6.1,16493,HVESP19 Module 21 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,6.3,16494,HVESP19 Module 22 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,6.5,16495,HVESP19 Module 23 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,6.7,16496,HVESP19 Module 24 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,7.1,16497,HVESP19 Module 25 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,7.3,16498,HVESP19 Module 26 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,7.5,16499,HVESP19 Module 27 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,7.7,16500,HVESP19 Module 28 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,8.1,16501,HVESP19 Module 29 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,8.3,16502,HVESP19 Module 30 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,8.5,16503,HVESP19 Module 31 Operational Status,87
62162,High Voltage Energy Storage Pack 19 Module Status 1,HVESP19MS1,100 ms,8.7,16504,HVESP19 Module 32 Operational Status,87
62163,High Voltage Energy Storage Pack 19 Thermal Management System Status 1,HVESP19TS1,100 ms,1-2,16505,HVESP19 Thermal Management System SLI Input Power,305
62163,High Voltage Energy Storage Pack 19 Thermal Management System Status 1,HVESP19TS1,100 ms,3-4,16506,HVESP19 Thermal Management System High-Voltage Input Power,305
62163,High Voltage Energy Storage Pack 19 Thermal Management System Status 1,HVESP19TS1,100 ms,5,16507,HVESP19 Thermal Management System Compressor Speed,97
62163,High Voltage Energy Storage Pack 19 Thermal Management System Status 1,HVESP19TS1,100 ms,6,16508,HVESP19 Thermal Management System Relative Humidty,44
62163,High Voltage Energy Storage Pack 19 Thermal Management System Status 1,HVESP19TS1,100 ms,7.1,16509,HVESP19 Thermal Management System Heater Status,87
62163,High Voltage Energy Storage Pack 19 Thermal Management System Status 1,HVESP19TS1,100 ms,7.3,16510,HVESP19 Thermal Management System HVIL Status,87
62163,High Voltage Energy Storage Pack 19 Thermal Management System Status 1,HVESP19TS1,100 ms,7.5,16511,HVESP19 Thermal Management System Mode,89
62163,High Voltage Energy Storage Pack 19 Thermal Management System Status 1,HVESP19TS1,100 ms,8.1,16512,HVESP19 Thermal Management System Coolant Level,87
62164,High Voltage Energy Storage Pack 19 Data 8,HVESP19D8,100 ms,1,16513,HVESP19 Highest Cell Voltage Module Number,129
62164,High Voltage Energy Storage Pack 19 Data 8,HVESP19D8,100 ms,2,16514,HVESP19 Highest Cell Voltage Cell Number,129
62164,High Voltage Energy Storage Pack 19 Data 8,HVESP19D8,100 ms,3,16515,HVESP19 Lowest Cell Voltage Module Number,129
62164,High Voltage Energy Storage Pack 19 Data 8,HVESP19D8,100 ms,4,16516,HVESP19 Lowest Cell Voltage Cell Number,129
62164,High Voltage Energy Storage Pack 19 Data 8,HVESP19D8,100 ms,5-6,16517,HVESP19 Average Cell Voltage,347
62165,High Voltage Energy Storage Pack 19 Data 9,HVESP19D9,100 ms,1,16518,HVESP19 Highest Cell Temperature Module Number,129
62165,High Voltage Energy Storage Pack 19 Data 9,HVESP19D9,100 ms,2,16519,HVESP19 Highest Cell Temperature Cell Number,129
62165,High Voltage Energy Storage Pack 19 Data 9,HVESP19D9,100 ms,3,16520,HVESP19 Lowest Cell Temperature Module Number,129
62165,High Voltage Energy Storage Pack 19 Data 9,HVESP19D9,100 ms,4,16521,HVESP19 Lowest Cell Temperature Cell Number,129
62165,High Voltage Energy Storage Pack 19 Data 9,HVESP19D9,100 ms,5.1,21306,HVESS19 Thermal Event Detected,87
62166,High Voltage Energy Storage Pack 19 Data 10,HVESP19D10,100 ms,1,16522,HVESP19 Highest Cell State of Charge Module Number,129
62166,High Voltage Energy Storage Pack 19 Data 10,HVESP19D10,100 ms,2,16523,HVESP19 Highest Cell State of Charge Cell Number,129
62166,High Voltage Energy Storage Pack 19 Data 10,HVESP19D10,100 ms,3,16524,HVESP19 Lowest Cell State of Charge Module Number,129
62166,High Voltage Energy Storage Pack 19 Data 10,HVESP19D10,100 ms,4,16525,HVESP19 Lowest Cell State of Charge Cell Number,129
62166,High Voltage Energy Storage Pack 19 Data 10,HVESP19D10,100 ms,5-6,16526,HVESP19 High-Voltage Bus Active Isolation Test Results,429
62166,High Voltage Energy Storage Pack 19 Data 10,HVESP19D10,100 ms,7-8,16527,HVESP19 High-Voltage Bus Passive Isolation Test Results,429
62167,High Voltage Energy Storage Pack 19 Data 11,HVESP19D11,100 ms,1-2,16528,HVESP19 Bus Voltage Negative to Chassis Ground Voltage,80
62167,High Voltage Energy Storage Pack 19 Data 11,HVESP19D11,100 ms,3-4,16529,HVESP19 Voltage Level Negative to Chassis Ground Voltage,80
62167,High Voltage Energy Storage Pack 19 Data 11,HVESP19D11,100 ms,5-6,16530,HVESP19 Actual Charge Rate,346
62168,High Voltage Energy Storage Pack 20 Status 2,HVESP20S2,100 ms,1.1,16558,HVESP20 Discharge Power Limit Due to State of Charge,87
62168,High Voltage Energy Storage Pack 20 Status 2,HVESP20S2,100 ms,1.3,16559,HVESP20 Discharge Power Limit Due to Battery Temperature,87
62168,High Voltage Energy Storage Pack 20 Status 2,HVESP20S2,100 ms,1.5,16560,HVESP20 Discharge Power Limit Due to Battery Diagnostic Condition,87
62168,High Voltage Energy Storage Pack 20 Status 2,HVESP20S2,100 ms,1.7,16561,HVESP20 Discharge Power Limit Due to Battery or Cell Voltage,87
62168,High Voltage Energy Storage Pack 20 Status 2,HVESP20S2,100 ms,2.1,16562,HVESP20 Discharge Power Limit Due to Battery Current,87
62168,High Voltage Energy Storage Pack 20 Status 2,HVESP20S2,100 ms,2.3,16563,HVESP20 Discharge Power Limit Due to an Undefined Cause,87
62168,High Voltage Energy Storage Pack 20 Status 2,HVESP20S2,100 ms,5.1,16564,HVESP20 Charge Power Limit Due to State of Charge,87
62168,High Voltage Energy Storage Pack 20 Status 2,HVESP20S2,100 ms,5.3,16565,HVESP20 Charge Power Limit Due to Battery Temperature,87
62168,High Voltage Energy Storage Pack 20 Status 2,HVESP20S2,100 ms,5.5,16566,HVESP20 Charge Power Limit Due to Battery Diagnostic Condition,87
62168,High Voltage Energy Storage Pack 20 Status 2,HVESP20S2,100 ms,5.7,16567,HVESP20 Charge Power Limit Due to Battery or Cell Voltage,87
62168,High Voltage Energy Storage Pack 20 Status 2,HVESP20S2,100 ms,6.1,16568,HVESP20 Charge Power Limit Due to Battery Current,87
62168,High Voltage Energy Storage Pack 20 Status 2,HVESP20S2,100 ms,6.3,16569,HVESP20 Charge Power Limit Due to an Undefined Cause,87
62169,High Voltage Energy Storage Pack 20 Data 1,HVESP20D1,20 ms,1-2,16570,HVESP20 Available Discharge Power,346
62169,High Voltage Energy Storage Pack 20 Data 1,HVESP20D1,20 ms,3-4,16571,HVESP20 Available Charge Power,346
62169,High Voltage Energy Storage Pack 20 Data 1,HVESP20D1,20 ms,5-6,16572,HVESP20 Voltage Level,80
62169,High Voltage Energy Storage Pack 20 Data 1,HVESP20D1,20 ms,7-8,16573,HVESP20 Current,104
62170,High Voltage Energy Storage Pack 20 Data 2,HVESP20D2,20 ms,1-2,16574,HVESP20 Fast Update State of Charge,345
62170,High Voltage Energy Storage Pack 20 Data 2,HVESP20D2,20 ms,3-4,16575,HVESP20 Highest Cell Voltage,347
62170,High Voltage Energy Storage Pack 20 Data 2,HVESP20D2,20 ms,5-6,16576,HVESP20 Lowest Cell Voltage,347
62170,High Voltage Energy Storage Pack 20 Data 2,HVESP20D2,20 ms,7.1,16577,HVESP20 Cell Voltage Differential Status,89
62171,High Voltage Energy Storage Pack 20 Data 3,HVESP20D3,20 ms,1-2,16578,HVESP20 Highest Cell Temperature,68
62171,High Voltage Energy Storage Pack 20 Data 3,HVESP20D3,20 ms,3-4,16579,HVESP20 Lowest Cell Temperature,68
62171,High Voltage Energy Storage Pack 20 Data 3,HVESP20D3,20 ms,5-6,16580,HVESP20 Average Cell Temperature,68
62171,High Voltage Energy Storage Pack 20 Data 3,HVESP20D3,20 ms,7.1,16581,HVESP20 Cell Temperature Differential Status,87
62172,High Voltage Energy Storage Pack 20 Data 4,HVESP20D4,100 ms,1-2,16582,HVESP20 Discharge Capacity,342
62172,High Voltage Energy Storage Pack 20 Data 4,HVESP20D4,100 ms,3-4,16583,HVESP20 Charge Capacity,342
62172,High Voltage Energy Storage Pack 20 Data 4,HVESP20D4,100 ms,5-6,16584,HVESP20 Cell Balancing Count,12
62173,High Voltage Energy Storage Pack 20 Data 5,HVESP20D5,20 ms,1-2,16585,HVESP20 Discharge Current Limit,104
62173,High Voltage Energy Storage Pack 20 Data 5,HVESP20D5,20 ms,3-4,16586,HVESP20 Charge Current Limit,104
62173,High Voltage Energy Storage Pack 20 Data 5,HVESP20D5,20 ms,5-6,16587,HVESP20 Lowest Cell State of Charge,345
62173,High Voltage Energy Storage Pack 20 Data 5,HVESP20D5,20 ms,7-8,16588,HVESP20 Highest Cell State of Charge,345
62174,High Voltage Energy Storage Pack 20 Data 6,HVESP20D6,100 ms,1-2,16589,HVESP20 Bus Voltage,80
62174,High Voltage Energy Storage Pack 20 Data 6,HVESP20D6,100 ms,3-4,16590,HVESP20 Ignition Voltage,221
62174,High Voltage Energy Storage Pack 20 Data 6,HVESP20D6,100 ms,5,16591,HVESP20 Intake Coolant Temperature,67
62174,High Voltage Energy Storage Pack 20 Data 6,HVESP20D6,100 ms,6,16592,HVESP20 Outlet Coolant Temperature,67
62174,High Voltage Energy Storage Pack 20 Data 6,HVESP20D6,100 ms,7,16593,HVESP20 Electronics Temperature,67
62174,High Voltage Energy Storage Pack 20 Data 6,HVESP20D6,100 ms,8,16594,HVESP20 Temperature,67
62175,High Voltage Energy Storage Pack 20 Status 1,HVESP20S1,"100 ms and on change, but no faster than 20 ms.",1.1,16595,HVESP20 High-Voltage Bus (Positive) Contactor State,87
62175,High Voltage Energy Storage Pack 20 Status 1,HVESP20S1,"100 ms and on change, but no faster than 20 ms.",1.3,16596,HVESP20 High-Voltage Bus (Negative) Contactor State,87
62175,High Voltage Energy Storage Pack 20 Status 1,HVESP20S1,"100 ms and on change, but no faster than 20 ms.",1.5,16597,HVESP20 High-Voltage Bus Disconnect Forewarning,89
62175,High Voltage Energy Storage Pack 20 Status 1,HVESP20S1,"100 ms and on change, but no faster than 20 ms.",2.1,16598,HVESP20 High-Voltage Bus Pre-Charge Relay State,87
62175,High Voltage Energy Storage Pack 20 Status 1,HVESP20S1,"100 ms and on change, but no faster than 20 ms.",2.3,16599,HVESP20 Center of Pack Contactor State,87
62175,High Voltage Energy Storage Pack 20 Status 1,HVESP20S1,"100 ms and on change, but no faster than 20 ms.",2.5,16600,HVESP20 High-Voltage Bus Active Isolation Test Status,89
62175,High Voltage Energy Storage Pack 20 Status 1,HVESP20S1,"100 ms and on change, but no faster than 20 ms.",3.1,16601,HVESP20 High-Voltage Bus Passive Isolation Test Status,89
62175,High Voltage Energy Storage Pack 20 Status 1,HVESP20S1,"100 ms and on change, but no faster than 20 ms.",3.5,16602,HVESP20 HVIL Status,87
62175,High Voltage Energy Storage Pack 20 Status 1,HVESP20S1,"100 ms and on change, but no faster than 20 ms.",3.7,16603,HVESP20 Inertia Switch Status,87
62175,High Voltage Energy Storage Pack 20 Status 1,HVESP20S1,"100 ms and on change, but no faster than 20 ms.",4.1,16604,HVESP20 State of Charge Status,89
62175,High Voltage Energy Storage Pack 20 Status 1,HVESP20S1,"100 ms and on change, but no faster than 20 ms.",4.5,16605,HVESP20 Cell Balance Status,87
62175,High Voltage Energy Storage Pack 20 Status 1,HVESP20S1,"100 ms and on change, but no faster than 20 ms.",4.7,16606,HVESP20 Cell Balancing Active,87
62175,High Voltage Energy Storage Pack 20 Status 1,HVESP20S1,"100 ms and on change, but no faster than 20 ms.",5.1,16607,HVESP20 Internal Charger Status,87
62175,High Voltage Energy Storage Pack 20 Status 1,HVESP20S1,"100 ms and on change, but no faster than 20 ms.",6.1,16608,HVESP20 High-Voltage Bus Connection Status,89
62175,High Voltage Energy Storage Pack 20 Status 1,HVESP20S1,"100 ms and on change, but no faster than 20 ms.",6.5,16609,HVESP20 Operational Status,89
62175,High Voltage Energy Storage Pack 20 Status 1,HVESP20S1,"100 ms and on change, but no faster than 20 ms.",7.5,16610,HVESP20 Status 1 Counter,89
62175,High Voltage Energy Storage Pack 20 Status 1,HVESP20S1,"100 ms and on change, but no faster than 20 ms.",8.1,16611,HVESP20 Status 1 CRC,133
62176,High Voltage Energy Storage Pack 20 Data 7,HVESP20D7,100 ms,1-3,16612,HVESP20 Discharge Energy Capacity,418
62176,High Voltage Energy Storage Pack 20 Data 7,HVESP20D7,100 ms,4-6,16613,HVESP20 Charge Energy Capacity,418
62176,High Voltage Energy Storage Pack 20 Data 7,HVESP20D7,100 ms,7-8,16614,HVESP20 Maximum Charge Voltage Limit,80
62177,High Voltage Energy Storage Pack 20 Module Status 1,HVESP20MS1,100 ms,1.1,16615,HVESP20 Module 1 Operational Status,87
62177,High Voltage Energy Storage Pack 20 Module Status 1,HVESP20MS1,100 ms,1.3,16616,HVESP20 Module 2 Operational Status,87
62177,High Voltage Energy Storage Pack 20 Module Status 1,HVESP20MS1,100 ms,1.5,16617,HVESP20 Module 3 Operational Status,87
62177,High Voltage Energy Storage Pack 20 Module Status 1,HVESP20MS1,100 ms,1.7,16618,HVESP20 Module 4 Operational Status,87
62177,High Voltage Energy Storage Pack 20 Module Status 1,HVESP20MS1,100 ms,2.1,16619,HVESP20 Module 5 Operational Status,87
62177,High Voltage Energy Storage Pack 20 Module Status 1,HVESP20MS1,100 ms,2.3,16620,HVESP20 Module 6 Operational Status,87
62177,High Voltage Energy Storage Pack 20 Module Status 1,HVESP20MS1,100 ms,2.5,16621,HVESP20 Module 7 Operational Status,87
62177,High Voltage Energy Storage Pack 20 Module Status 1,HVESP20MS1,100 ms,2.7,16622,HVESP20 Module 8 Operational Status,87
